Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format
Bangladesh,Australia,Bangladesh,60 runs,Mirpur,"Aug 9, 2021",T20I # 1222,T20I 
Bangladesh,Australia,Australia,3 wickets,Mirpur,"Aug 7, 2021",T20I # 1218,T20I 
Bangladesh,Australia,Bangladesh,10 runs,Mirpur,"Aug 6, 2021",T20I # 1216,T20I 
Bangladesh,Australia,Bangladesh,5 wickets,Mirpur,"Aug 4, 2021",T20I # 1212,T20I 
Bangladesh,Australia,Bangladesh,23 runs,Mirpur,"Aug 3, 2021",T20I # 1210,T20I 
Australia,Bangladesh,Australia,3 wickets,Bengaluru,"Mar 21, 2016",T20I # 544,T20I 
Bangladesh,Australia,Australia,7 wickets,Mirpur,"Apr 1, 2014",T20I # 396,T20I 
Australia,Bangladesh,Australia,27 runs,Bridgetown,"May 5, 2010",T20I # 161,T20I 
Australia,Bangladesh,Australia,9 wickets,Cape Town,"Sep 16, 2007",T20I # 33,T20I 
England,Australia,England,49 runs,The Oval,"Jul 27-31, 2023",Test # 2515,Test 
England,Australia,drawn,,Manchester,"Jul 19-23, 2023",Test # 2512,Test 
England,Australia,England,3 wickets,Leeds,"Jul 6-9, 2023",Test # 2509,Test 
England,Australia,Australia,43 runs,Lord's,"Jun 28-Jul 2, 2023",Test # 2508,Test 
England,Australia,Australia,2 wickets,Birmingham,"Jun 16-20, 2023",Test # 2507,Test 
Australia,England,Australia,146 runs,Hobart,"Jan 14-16, 2022",Test # 2449,Test 
Australia,England,drawn,,Sydney,"Jan 5-9, 2022",Test # 2446,Test 
Australia,England,Australia,inns & 14 runs,Melbourne,"Dec 26-28, 2021",Test # 2442,Test 
Australia,England,Australia,275 runs,Adelaide,"Dec 16-20, 2021",Test # 2441,Test 
Australia,England,Australia,9 wickets,Brisbane,"Dec 8-11, 2021",Test # 2440,Test 
England,Australia,England,135 runs,The Oval,"Sep 12-15, 2019",Test # 2362,Test 
England,Australia,Australia,185 runs,Manchester,"Sep 4-8, 2019",Test # 2360,Test 
England,Australia,England,1 wicket,Leeds,"Aug 22-25, 2019",Test # 2357,Test 
England,Australia,drawn,,Lord's,"Aug 14-18, 2019",Test # 2355,Test 
England,Australia,Australia,251 runs,Birmingham,"Aug 1-5, 2019",Test # 2353,Test 
Australia,England,Australia,inns & 123 runs,Sydney,"Jan 4-8, 2018",Test # 2291,Test 
Australia,England,drawn,,Melbourne,"Dec 26-30, 2017",Test # 2289,Test 
Australia,England,Australia,inns & 41 runs,W.A.C.A,"Dec 14-18, 2017",Test # 2288,Test 
Australia,England,Australia,120 runs,Adelaide,"Dec 2-6, 2017",Test # 2285,Test 
Australia,England,Australia,10 wickets,Brisbane,"Nov 23-27, 2017",Test # 2282,Test 
England,Australia,Australia,inns & 46 runs,The Oval,"Aug 20-23, 2015",Test # 2178,Test 
England,Australia,England,inns & 78 runs,Nottingham,"Aug 6-8, 2015",Test # 2175,Test 
England,Australia,England,8 wickets,Birmingham,"Jul 29-31, 2015",Test # 2173,Test 
England,Australia,Australia,405 runs,Lord's,"Jul 16-19, 2015",Test # 2171,Test 
England,Australia,England,169 runs,Cardiff,"Jul 8-11, 2015",Test # 2170,Test 
Australia,England,Australia,281 runs,Sydney,"Jan 3-5, 2014",Test # 2113,Test 
Australia,England,Australia,8 wickets,Melbourne,"Dec 26-29, 2013",Test # 2110,Test 
Australia,England,Australia,150 runs,W.A.C.A,"Dec 13-17, 2013",Test # 2107,Test 
Australia,England,Australia,218 runs,Adelaide,"Dec 5-9, 2013",Test # 2105,Test 
Australia,England,Australia,381 runs,Brisbane,"Nov 21-24, 2013",Test # 2103,Test 
England,Australia,drawn,,The Oval,"Aug 21-25, 2013",Test # 2094,Test 
England,Australia,England,74 runs,Chester-le-Street,"Aug 9-12, 2013",Test # 2093,Test 
England,Australia,drawn,,Manchester,"Aug 1-5, 2013",Test # 2092,Test 
England,Australia,England,347 runs,Lord's,"Jul 18-21, 2013",Test # 2091,Test 
England,Australia,England,14 runs,Nottingham,"Jul 10-14, 2013",Test # 2090,Test 
Australia,England,England,inns & 83 runs,Sydney,"Jan 3-7, 2011",Test # 1989,Test 
Australia,England,England,inns & 157 runs,Melbourne,"Dec 26-29, 2010",Test # 1986,Test 
Australia,England,Australia,267 runs,W.A.C.A,"Dec 16-19, 2010",Test # 1984,Test 
Australia,England,England,inns & 71 runs,Adelaide,"Dec 3-7, 2010",Test # 1983,Test 
Australia,England,drawn,,Brisbane,"Nov 25-29, 2010",Test # 1981,Test 
England,Australia,England,197 runs,The Oval,"Aug 20-23, 2009",Test # 1931,Test 
England,Australia,Australia,inns & 80 runs,Leeds,"Aug 7-9, 2009",Test # 1929,Test 
England,Australia,drawn,,Birmingham,"Jul 30-Aug 3, 2009",Test # 1928,Test 
England,Australia,England,115 runs,Lord's,"Jul 16-20, 2009",Test # 1925,Test 
England,Australia,drawn,,Cardiff,"Jul 8-12, 2009",Test # 1922,Test 
Australia,England,Australia,10 wickets,Sydney,"Jan 2-5, 2007",Test # 1826,Test 
Australia,England,Australia,inns & 99 runs,Melbourne,"Dec 26-28, 2006",Test # 1824,Test 
Australia,England,Australia,206 runs,W.A.C.A,"Dec 14-18, 2006",Test # 1821,Test 
Australia,England,Australia,6 wickets,Adelaide,"Dec 1-5, 2006",Test # 1819,Test 
Australia,England,Australia,277 runs,Brisbane,"Nov 23-27, 2006",Test # 1817,Test 
England,Australia,drawn,,The Oval,"Sep 8-12, 2005",Test # 1763,Test 
England,Australia,England,3 wickets,Nottingham,"Aug 25-28, 2005",Test # 1762,Test 
England,Australia,drawn,,Manchester,"Aug 11-15, 2005",Test # 1760,Test 
England,Australia,England,2 runs,Birmingham,"Aug 4-7, 2005",Test # 1758,Test 
England,Australia,Australia,239 runs,Lord's,"Jul 21-24, 2005",Test # 1756,Test 
Australia,England,England,225 runs,Sydney,"Jan 2-6, 2003",Test # 1636,Test 
Australia,England,Australia,5 wickets,Melbourne,"Dec 26-30, 2002",Test # 1634,Test 
Australia,England,Australia,inns & 48 runs,W.A.C.A,"Nov 29-Dec 1, 2002",Test # 1629,Test 
Australia,England,Australia,inns & 51 runs,Adelaide,"Nov 21-24, 2002",Test # 1628,Test 
Australia,England,Australia,384 runs,Brisbane,"Nov 7-10, 2002",Test # 1623,Test 
England,Australia,Australia,inns & 25 runs,The Oval,"Aug 23-27, 2001",Test # 1558,Test 
England,Australia,England,6 wickets,Leeds,"Aug 16-20, 2001",Test # 1556,Test 
England,Australia,Australia,7 wickets,Nottingham,"Aug 2-4, 2001",Test # 1554,Test 
England,Australia,Australia,8 wickets,Lord's,"Jul 19-22, 2001",Test # 1552,Test 
England,Australia,Australia,inns & 118 runs,Birmingham,"Jul 5-8, 2001",Test # 1550,Test 
Australia,England,Australia,98 runs,Sydney,"Jan 2-5, 1999",Test # 1439,Test 
Australia,England,England,12 runs,Melbourne,"Dec 26-29, 1998",Test # 1436,Test 
Australia,England,Australia,205 runs,Adelaide,"Dec 11-15, 1998",Test # 1434,Test 
Australia,England,Australia,7 wickets,W.A.C.A,"Nov 28-30, 1998",Test # 1431,Test 
Australia,England,drawn,,Brisbane,"Nov 20-24, 1998",Test # 1428,Test 
England,Australia,England,19 runs,The Oval,"Aug 21-23, 1997",Test # 1377,Test 
England,Australia,Australia,264 runs,Nottingham,"Aug 7-10, 1997",Test # 1375,Test 
England,Australia,Australia,inns & 61 runs,Leeds,"Jul 24-28, 1997",Test # 1373,Test 
England,Australia,Australia,268 runs,Manchester,"Jul 3-7, 1997",Test # 1372,Test 
England,Australia,drawn,,Lord's,"Jun 19-23, 1997",Test # 1370,Test 
England,Australia,England,9 wickets,Birmingham,"Jun 5-8, 1997",Test # 1368,Test 
Australia,England,Australia,329 runs,W.A.C.A,"Feb 3-7, 1995",Test # 1287,Test 
Australia,England,England,106 runs,Adelaide,"Jan 26-30, 1995",Test # 1284,Test 
Australia,England,drawn,,Sydney,"Jan 1-5, 1995",Test # 1281,Test 
Australia,England,Australia,295 runs,Melbourne,"Dec 24-29, 1994",Test # 1279,Test 
Australia,England,Australia,184 runs,Brisbane,"Nov 25-29, 1994",Test # 1275,Test 
England,Australia,England,161 runs,The Oval,"Aug 19-23, 1993",Test # 1231,Test 
England,Australia,Australia,8 wickets,Birmingham,"Aug 5-9, 1993",Test # 1230,Test 
England,Australia,Australia,inns & 148 runs,Leeds,"Jul 22-26, 1993",Test # 1227,Test 
England,Australia,drawn,,Nottingham,"Jul 1-6, 1993",Test # 1225,Test 
England,Australia,Australia,inns & 62 runs,Lord's,"Jun 17-21, 1993",Test # 1224,Test 
England,Australia,Australia,179 runs,Manchester,"Jun 3-7, 1993",Test # 1223,Test 
Australia,England,Australia,9 wickets,W.A.C.A,"Feb 1-5, 1991",Test # 1163,Test 
Australia,England,drawn,,Adelaide,"Jan 25-29, 1991",Test # 1161,Test 
Australia,England,drawn,,Sydney,"Jan 4-8, 1991",Test # 1160,Test 
Australia,England,Australia,8 wickets,Melbourne,"Dec 26-30, 1990",Test # 1159,Test 
Australia,England,Australia,10 wickets,Brisbane,"Nov 23-25, 1990",Test # 1155,Test 
England,Australia,drawn,,The Oval,"Aug 24-29, 1989",Test # 1126,Test 
England,Australia,Australia,inns & 180 runs,Nottingham,"Aug 10-14, 1989",Test # 1125,Test 
England,Australia,Australia,9 wickets,Manchester,"Jul 27-Aug 1, 1989",Test # 1124,Test 
England,Australia,drawn,,Birmingham,"Jul 6-11, 1989",Test # 1123,Test 
England,Australia,Australia,6 wickets,Lord's,"Jun 22-27, 1989",Test # 1122,Test 
England,Australia,Australia,210 runs,Leeds,"Jun 8-13, 1989",Test # 1121,Test 
Australia,England,drawn,,Sydney,"Jan 29-Feb 2, 1988",Test # 1090,Test 
Australia,England,Australia,55 runs,Sydney,"Jan 10-15, 1987",Test # 1065,Test 
Australia,England,England,inns & 14 runs,Melbourne,"Dec 26-28, 1986",Test # 1062,Test 
Australia,England,drawn,,Adelaide,"Dec 12-16, 1986",Test # 1060,Test 
Australia,England,drawn,,W.A.C.A,"Nov 28-Dec 3, 1986",Test # 1059,Test 
Australia,England,England,7 wickets,Brisbane,"Nov 14-19, 1986",Test # 1057,Test 
England,Australia,England,inns & 94 runs,The Oval,"Aug 29-Sep 2, 1985",Test # 1022,Test 
England,Australia,England,inns & 118 runs,Birmingham,"Aug 15-20, 1985",Test # 1021,Test 
England,Australia,drawn,,Manchester,"Aug 1-6, 1985",Test # 1020,Test 
England,Australia,drawn,,Nottingham,"Jul 11-16, 1985",Test # 1019,Test 
England,Australia,Australia,4 wickets,Lord's,"Jun 27-Jul 2, 1985",Test # 1018,Test 
England,Australia,England,5 wickets,Leeds,"Jun 13-18, 1985",Test # 1017,Test 
Australia,England,drawn,,Sydney,"Jan 2-7, 1983",Test # 944,Test 
Australia,England,England,3 runs,Melbourne,"Dec 26-30, 1982",Test # 943,Test 
Australia,England,Australia,8 wickets,Adelaide,"Dec 10-15, 1982",Test # 940,Test 
Australia,England,Australia,7 wickets,Brisbane,"Nov 26-Dec 1, 1982",Test # 939,Test 
Australia,England,drawn,,W.A.C.A,"Nov 12-17, 1982",Test # 938,Test 
England,Australia,drawn,,The Oval,"Aug 27-Sep 1, 1981",Test # 908,Test 
England,Australia,England,103 runs,Manchester,"Aug 13-17, 1981",Test # 907,Test 
England,Australia,England,29 runs,Birmingham,"Jul 30-Aug 2, 1981",Test # 906,Test 
England,Australia,England,18 runs,Leeds,"Jul 16-21, 1981",Test # 905,Test 
England,Australia,drawn,,Lord's,"Jul 2-7, 1981",Test # 904,Test 
England,Australia,Australia,4 wickets,Nottingham,"Jun 18-21, 1981",Test # 903,Test 
England,Australia,drawn,,Lord's,"Aug 28-Sep 2, 1980",Test # 885,Test 
Australia,England,Australia,8 wickets,Melbourne,"Feb 1-6, 1980",Test # 872,Test 
Australia,England,Australia,6 wickets,Sydney,"Jan 4-8, 1980",Test # 868,Test 
Australia,England,Australia,138 runs,W.A.C.A,"Dec 14-19, 1979",Test # 864,Test 
Australia,England,England,9 wickets,Sydney,"Feb 10-14, 1979",Test # 846,Test 
Australia,England,England,205 runs,Adelaide,"Jan 27-Feb 1, 1979",Test # 843,Test 
Australia,England,England,93 runs,Sydney,"Jan 6-11, 1979",Test # 840,Test 
Australia,England,Australia,103 runs,Melbourne,"Dec 29, 1978 - Jan 3, 1979",Test # 838,Test 
Australia,England,England,166 runs,W.A.C.A,"Dec 15-20, 1978",Test # 836,Test 
Australia,England,England,7 wickets,Brisbane,"Dec 1-6, 1978",Test # 834,Test 
England,Australia,drawn,,The Oval,"Aug 25-30, 1977",Test # 808,Test 
England,Australia,England,inns & 85 runs,Leeds,"Aug 11-15, 1977",Test # 807,Test 
England,Australia,England,7 wickets,Nottingham,"Jul 28-Aug 2, 1977",Test # 806,Test 
England,Australia,England,9 wickets,Manchester,"Jul 7-12, 1977",Test # 805,Test 
England,Australia,drawn,,Lord's,"Jun 16-21, 1977",Test # 804,Test 
Australia,England,Australia,45 runs,Melbourne,"Mar 12-17, 1977",Test # 800,Test 
England,Australia,drawn,,The Oval,"Aug 28-Sep 3, 1975",Test # 763,Test 
England,Australia,drawn,,Leeds,"Aug 14-19, 1975",Test # 762,Test 
England,Australia,drawn,,Lord's,"Jul 31-Aug 5, 1975",Test # 761,Test 
England,Australia,Australia,inns & 85 runs,Birmingham,"Jul 10-14, 1975",Test # 760,Test 
Australia,England,England,inns & 4 runs,Melbourne,"Feb 8-13, 1975",Test # 755,Test 
Australia,England,Australia,163 runs,Adelaide,"Jan 25-30, 1975",Test # 754,Test 
Australia,England,Australia,171 runs,Sydney,"Jan 4-9, 1975",Test # 751,Test 
Australia,England,drawn,,Melbourne,"Dec 26-31, 1974",Test # 749,Test 
Australia,England,Australia,9 wickets,W.A.C.A,"Dec 13-17, 1974",Test # 748,Test 
Australia,England,Australia,166 runs,Brisbane,"Nov 29-Dec 4, 1974",Test # 746,Test 
England,Australia,Australia,5 wickets,The Oval,"Aug 10-16, 1972",Test # 702,Test 
England,Australia,England,9 wickets,Leeds,"Jul 27-29, 1972",Test # 701,Test 
England,Australia,drawn,,Nottingham,"Jul 13-18, 1972",Test # 700,Test 
England,Australia,Australia,8 wickets,Lord's,"Jun 22-26, 1972",Test # 699,Test 
England,Australia,England,89 runs,Manchester,"Jun 8-13, 1972",Test # 698,Test 
Australia,England,England,62 runs,Sydney,"Feb 12-17, 1971",Test # 679,Test 
Australia,England,drawn,,Adelaide,"Jan 29-Feb 3, 1971",Test # 678,Test 
Australia,England,drawn,,Melbourne,"Jan 21-26, 1971",Test # 677,Test 
Australia,England,England,299 runs,Sydney,"Jan 9-14, 1971",Test # 676,Test 
Australia,England,drawn,,W.A.C.A,"Dec 11-16, 1970",Test # 675,Test 
Australia,England,drawn,,Brisbane,"Nov 27-Dec 2, 1970",Test # 674,Test 
England,Australia,England,226 runs,The Oval,"Aug 22-27, 1968",Test # 641,Test 
England,Australia,drawn,,Leeds,"Jul 25-30, 1968",Test # 640,Test 
England,Australia,drawn,,Birmingham,"Jul 11-16, 1968",Test # 639,Test 
England,Australia,drawn,,Lord's,"Jun 20-25, 1968",Test # 638,Test 
England,Australia,Australia,159 runs,Manchester,"Jun 6-11, 1968",Test # 637,Test 
Australia,England,drawn,,Melbourne,"Feb 11-16, 1966",Test # 601,Test 
Australia,England,Australia,inns & 9 runs,Adelaide,"Jan 28-Feb 1, 1966",Test # 600,Test 
Australia,England,England,inns & 93 runs,Sydney,"Jan 7-11, 1966",Test # 599,Test 
Australia,England,drawn,,Melbourne,"Dec 30, 1965 - Jan 4, 1966",Test # 598,Test 
Australia,England,drawn,,Brisbane,"Dec 10-15, 1965",Test # 597,Test 
England,Australia,drawn,,The Oval,"Aug 13-18, 1964",Test # 565,Test 
England,Australia,drawn,,Manchester,"Jul 23-28, 1964",Test # 564,Test 
England,Australia,Australia,7 wickets,Leeds,"Jul 2-6, 1964",Test # 563,Test 
England,Australia,drawn,,Lord's,"Jun 18-23, 1964",Test # 562,Test 
England,Australia,drawn,,Nottingham,"Jun 4-9, 1964",Test # 561,Test 
Australia,England,drawn,,Sydney,"Feb 15-20, 1963",Test # 539,Test 
Australia,England,drawn,,Adelaide,"Jan 25-30, 1963",Test # 538,Test 
Australia,England,Australia,8 wickets,Sydney,"Jan 11-15, 1963",Test # 537,Test 
Australia,England,England,7 wickets,Melbourne,"Dec 29, 1962 - Jan 3, 1963",Test # 536,Test 
Australia,England,drawn,,Brisbane,"Nov 30-Dec 5, 1962",Test # 535,Test 
England,Australia,drawn,,The Oval,"Aug 17-22, 1961",Test # 511,Test 
England,Australia,Australia,54 runs,Manchester,"Jul 27-Aug 1, 1961",Test # 510,Test 
England,Australia,England,8 wickets,Leeds,"Jul 6-8, 1961",Test # 509,Test 
England,Australia,Australia,5 wickets,Lord's,"Jun 22-26, 1961",Test # 508,Test 
England,Australia,drawn,,Birmingham,"Jun 8-13, 1961",Test # 507,Test 
Australia,England,Australia,9 wickets,Melbourne,"Feb 13-18, 1959",Test # 468,Test 
Australia,England,Australia,10 wickets,Adelaide,"Jan 30-Feb 5, 1959",Test # 466,Test 
Australia,England,drawn,,Sydney,"Jan 9-15, 1959",Test # 464,Test 
Australia,England,Australia,8 wickets,Melbourne,"Dec 31, 1958 - Jan 5, 1959",Test # 462,Test 
Australia,England,Australia,8 wickets,Brisbane,"Dec 5-10, 1958",Test # 460,Test 
England,Australia,drawn,,The Oval,"Aug 23-28, 1956",Test # 429,Test 
England,Australia,England,inns & 170 runs,Manchester,"Jul 26-31, 1956",Test # 428,Test 
England,Australia,England,inns & 42 runs,Leeds,"Jul 12-17, 1956",Test # 427,Test 
England,Australia,Australia,185 runs,Lord's,"Jun 21-26, 1956",Test # 426,Test 
England,Australia,drawn,,Nottingham,"Jun 7-12, 1956",Test # 425,Test 
Australia,England,drawn,,Sydney,"Feb 25-Mar 3, 1955",Test # 399,Test 
Australia,England,England,5 wickets,Adelaide,"Jan 28-Feb 2, 1955",Test # 396,Test 
Australia,England,England,128 runs,Melbourne,"Dec 31, 1954 - Jan 5, 1955",Test # 393,Test 
Australia,England,England,38 runs,Sydney,"Dec 17-22, 1954",Test # 392,Test 
Australia,England,Australia,inns & 154 runs,Brisbane,"Nov 26-Dec 1, 1954",Test # 391,Test 
England,Australia,England,8 wickets,The Oval,"Aug 15-19, 1953",Test # 376,Test 
England,Australia,drawn,,Leeds,"Jul 23-28, 1953",Test # 375,Test 
England,Australia,drawn,,Manchester,"Jul 9-14, 1953",Test # 374,Test 
England,Australia,drawn,,Lord's,"Jun 25-30, 1953",Test # 373,Test 
England,Australia,drawn,,Nottingham,"Jun 11-16, 1953",Test # 372,Test 
Australia,England,England,8 wickets,Melbourne,"Feb 23-28, 1951",Test # 331,Test 
Australia,England,Australia,274 runs,Adelaide,"Feb 2-8, 1951",Test # 330,Test 
Australia,England,Australia,inns & 13 runs,Sydney,"Jan 5-9, 1951",Test # 329,Test 
Australia,England,Australia,28 runs,Melbourne,"Dec 22-27, 1950",Test # 328,Test 
Australia,England,Australia,70 runs,Brisbane,"Dec 1-5, 1950",Test # 327,Test 
England,Australia,Australia,inns & 149 runs,The Oval,"Aug 14-18, 1948",Test # 303,Test 
England,Australia,Australia,7 wickets,Leeds,"Jul 22-27, 1948",Test # 302,Test 
England,Australia,drawn,,Manchester,"Jul 8-13, 1948",Test # 301,Test 
England,Australia,Australia,409 runs,Lord's,"Jun 24-29, 1948",Test # 300,Test 
England,Australia,Australia,8 wickets,Nottingham,"Jun 10-15, 1948",Test # 299,Test 
Australia,England,Australia,5 wickets,Sydney,"Feb 28-Mar 5, 1947",Test # 283,Test 
Australia,England,drawn,,Adelaide,"Jan 31-Feb 6, 1947",Test # 282,Test 
Australia,England,drawn,,Melbourne,"Jan 1-7, 1947",Test # 281,Test 
Australia,England,Australia,inns & 33 runs,Sydney,"Dec 13-19, 1946",Test # 280,Test 
Australia,England,Australia,inns & 332 runs,Brisbane,"Nov 29-Dec 4, 1946",Test # 279,Test 
England,Australia,England,inns & 579 runs,The Oval,"Aug 20-24, 1938",Test # 266,Test 
England,Australia,Australia,5 wickets,Leeds,"Jul 22-25, 1938",Test # 265,Test 
England,Australia,drawn,,Lord's,"Jun 24-28, 1938",Test # 264,Test 
England,Australia,drawn,,Nottingham,"Jun 10-14, 1938",Test # 263,Test 
Australia,England,Australia,inns & 200 runs,Melbourne,"Feb 26-Mar 3, 1937",Test # 259,Test 
Australia,England,Australia,148 runs,Adelaide,"Jan 29-Feb 4, 1937",Test # 258,Test 
Australia,England,Australia,365 runs,Melbourne,"Jan 1-7, 1937",Test # 257,Test 
Australia,England,England,inns & 22 runs,Sydney,"Dec 18-22, 1936",Test # 256,Test 
Australia,England,England,322 runs,Brisbane,"Dec 4-9, 1936",Test # 255,Test 
England,Australia,Australia,562 runs,The Oval,"Aug 18-22, 1934",Test # 237,Test 
England,Australia,drawn,,Leeds,"Jul 20-24, 1934",Test # 236,Test 
England,Australia,drawn,,Manchester,"Jul 6-10, 1934",Test # 235,Test 
England,Australia,England,inns & 38 runs,Lord's,"Jun 22-25, 1934",Test # 234,Test 
England,Australia,Australia,238 runs,Nottingham,"Jun 8-12, 1934",Test # 233,Test 
Australia,England,England,8 wickets,Sydney,"Feb 23-28, 1933",Test # 224,Test 
Australia,England,England,6 wickets,Brisbane,"Feb 10-16, 1933",Test # 223,Test 
Australia,England,England,338 runs,Adelaide,"Jan 13-19, 1933",Test # 222,Test 
Australia,England,Australia,111 runs,Melbourne,"Dec 30, 1932 - Jan 3, 1933",Test # 221,Test 
Australia,England,England,10 wickets,Sydney,"Dec 2-7, 1932",Test # 220,Test 
England,Australia,Australia,inns & 39 runs,The Oval,"Aug 16-22, 1930",Test # 198,Test 
England,Australia,drawn,,Manchester,"Jul 25-29, 1930",Test # 197,Test 
England,Australia,drawn,,Leeds,"Jul 11-15, 1930",Test # 196,Test 
England,Australia,Australia,7 wickets,Lord's,"Jun 27-Jul 1, 1930",Test # 195,Test 
England,Australia,England,93 runs,Nottingham,"Jun 13-17, 1930",Test # 194,Test 
Australia,England,Australia,5 wickets,Melbourne,"Mar 8-16, 1929",Test # 180,Test 
Australia,England,England,12 runs,Adelaide,"Feb 1-8, 1929",Test # 179,Test 
Australia,England,England,3 wickets,Melbourne,"Dec 29, 1928 - Jan 5, 1929",Test # 178,Test 
Australia,England,England,8 wickets,Sydney,"Dec 14-20, 1928",Test # 177,Test 
Australia,England,England,675 runs,Brisbane,"Nov 30-Dec 5, 1928",Test # 176,Test 
England,Australia,England,289 runs,The Oval,"Aug 14-18, 1926",Test # 167,Test 
England,Australia,drawn,,Manchester,"Jul 24-27, 1926",Test # 166,Test 
England,Australia,drawn,,Leeds,"Jul 10-13, 1926",Test # 165,Test 
England,Australia,drawn,,Lord's,"Jun 26-29, 1926",Test # 164,Test 
England,Australia,drawn,,Nottingham,"Jun 12-15, 1926",Test # 163,Test 
Australia,England,Australia,307 runs,Sydney,"Feb 27-Mar 4, 1925",Test # 162,Test 
Australia,England,England,inns & 29 runs,Melbourne,"Feb 13-18, 1925",Test # 161,Test 
Australia,England,Australia,11 runs,Adelaide,"Jan 16-23, 1925",Test # 160,Test 
Australia,England,Australia,81 runs,Melbourne,"Jan 1-8, 1925",Test # 159,Test 
Australia,England,Australia,193 runs,Sydney,"Dec 19-27, 1924",Test # 158,Test 
England,Australia,drawn,,The Oval,"Aug 13-16, 1921",Test # 144,Test 
England,Australia,drawn,,Manchester,"Jul 23-26, 1921",Test # 143,Test 
England,Australia,Australia,219 runs,Leeds,"Jul 2-5, 1921",Test # 142,Test 
England,Australia,Australia,8 wickets,Lord's,"Jun 11-14, 1921",Test # 141,Test 
England,Australia,Australia,10 wickets,Nottingham,"May 28-30, 1921",Test # 140,Test 
Australia,England,Australia,9 wickets,Sydney,"Feb 25-Mar 1, 1921",Test # 139,Test 
Australia,England,Australia,8 wickets,Melbourne,"Feb 11-16, 1921",Test # 138,Test 
Australia,England,Australia,119 runs,Adelaide,"Jan 14-20, 1921",Test # 137,Test 
Australia,England,Australia,inns & 91 runs,Melbourne,"Dec 31, 1920 - Jan 4, 1921",Test # 136,Test 
Australia,England,Australia,377 runs,Sydney,"Dec 17-22, 1920",Test # 135,Test 
England,Australia,England,244 runs,The Oval,"Aug 19-22, 1912",Test # 129,Test 
England,Australia,drawn,,Manchester,"Jul 29-31, 1912",Test # 126,Test 
England,Australia,drawn,,Lord's,"Jun 24-26, 1912",Test # 123,Test 
Australia,England,England,70 runs,Sydney,"Feb 23-Mar 1, 1912",Test # 120,Test 
Australia,England,England,inns & 225 runs,Melbourne,"Feb 9-13, 1912",Test # 119,Test 
Australia,England,England,7 wickets,Adelaide,"Jan 12-17, 1912",Test # 118,Test 
Australia,England,England,8 wickets,Melbourne,"Dec 30, 1911 - Jan 3, 1912",Test # 117,Test 
Australia,England,Australia,146 runs,Sydney,"Dec 15-21, 1911",Test # 116,Test 
England,Australia,drawn,,The Oval,"Aug 9-11, 1909",Test # 105,Test 
England,Australia,drawn,,Manchester,"Jul 26-28, 1909",Test # 104,Test 
England,Australia,Australia,126 runs,Leeds,"Jul 1-3, 1909",Test # 103,Test 
England,Australia,Australia,9 wickets,Lord's,"Jun 14-16, 1909",Test # 102,Test 
England,Australia,England,10 wickets,Birmingham,"May 27-29, 1909",Test # 101,Test 
Australia,England,Australia,49 runs,Sydney,"Feb 21-27, 1908",Test # 100,Test 
Australia,England,Australia,308 runs,Melbourne,"Feb 7-11, 1908",Test # 99,Test 
Australia,England,Australia,245 runs,Adelaide,"Jan 10-16, 1908",Test # 98,Test 
Australia,England,England,1 wicket,Melbourne,"Jan 1-7, 1908",Test # 97,Test 
Australia,England,Australia,2 wickets,Sydney,"Dec 13-19, 1907",Test # 96,Test 
England,Australia,drawn,,The Oval,"Aug 14-16, 1905",Test # 87,Test 
England,Australia,England,inns & 80 runs,Manchester,"Jul 24-26, 1905",Test # 86,Test 
England,Australia,drawn,,Leeds,"Jul 3-5, 1905",Test # 85,Test 
England,Australia,drawn,,Lord's,"Jun 15-17, 1905",Test # 84,Test 
England,Australia,England,213 runs,Nottingham,"May 29-31, 1905",Test # 83,Test 
Australia,England,Australia,218 runs,Melbourne,"Mar 5-8, 1904",Test # 82,Test 
Australia,England,England,157 runs,Sydney,"Feb 26-Mar 3, 1904",Test # 81,Test 
Australia,England,Australia,216 runs,Adelaide,"Jan 15-20, 1904",Test # 80,Test 
Australia,England,England,185 runs,Melbourne,"Jan 1-5, 1904",Test # 79,Test 
Australia,England,England,5 wickets,Sydney,"Dec 11-17, 1903",Test # 78,Test 
England,Australia,England,1 wicket,The Oval,"Aug 11-13, 1902",Test # 74,Test 
England,Australia,Australia,3 runs,Manchester,"Jul 24-26, 1902",Test # 73,Test 
England,Australia,Australia,143 runs,Sheffield,"Jul 3-5, 1902",Test # 72,Test 
